English_Name,Company,Email,Phone,Fax,Industrial_City,Classification
Ahmed Amr Diab & Co. Plastic Industry Co.Ltd.,شركة احمد عمر دياب وشركاه لصناعة البلاستيك المحدودة,an_diab@hotmail.com,138120992,138120992,الدمام الثانية,غير مصنف
Armesal Zamil Middle East Co.Ltd.,شركة ارمسال الزامل الشرق الاوسط المحدودة,ramzi@zamilindustrial.com,138471888,138471363,الدمام الأولى,غير مصنف
Hempel Paints Company of Saudi Arabia,شركة اصباغ همبل العربية السعودية,yual@sa.hempel.com,138471919,138471816,الدمام الأولى,المواد الكيميائية و منتجاتها
NAFA Co.Ltd.,شركة اعمال نافا المحدودة,ent@nafa.net,114981090,114984336,الرياض الثانية,صناعة معدنية
FM C Technologies Saudi Arabia Limited,شركة اف ام سي تكنولوجيز السعودية المحدودة,jamal.alsenan@fmcti.com,138126593,138126594,الدمام الثانية,غير مصنف
Akcnc Company Limited stimulating Arab,شركة اكسينس المحفزة العربية المحدودة,mohammed.alhassar@axesarabia.com,138047909,138047952,الدمام الثانية,غير مصنف
Chronicity Company galvanized iron,شركة الازمان لجلفنة الحديد,mohdghamdi@age.ae,138355401,138355451,الدمام الثانية,غير مصنف
Holders Challengers Company,شركة الاصحاب المتحدون,ceo@alrazimed.com,555622583,126092241,جــدة الأولى,صناعات تحويلية اخرى
Turnout manufacturer of reflective material,شركة الاقبال لتصنيع المواد العاكسة,altitikhaled@ekbalco.com,114489182,114489091,الرياض الأولى,صناعة منتجات المطاط و البلاستيك
Turnout manufacturer of reflective material,شركة الاقبال لتصنيع المواد العاكسة,altitikhaled@ekbalco.com,114466268,114489091,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Saudi Lighting Co.Ltd.,شركة الانارة السعودية المحدودة,lami@saudilighting.com,112651010,112652194,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
National Lighting Company,شركة الانارة الوطنية,ezzat@nlc-sa.com,138122250,138122250,الدمام الثانية,غير مصنف
Luminescent National Company Limited,شركة الإناره الوطنيه المحدوده,a.amer@nic-sa.com,138122020,138122250,الدمام الثانية,غير مصنف
Ittefaq Steel Company,شركة الأتفاق للصناعات الحديدية,Administration@altuwairqi.com,138579922,138579014,الدمام الثانية,غير مصنف
Al-Ahsa Plastic Products Co.,شركة الأحساء لمنتجات البلاستيك,ahplastic@ahgroups.com,135332432,35332432,الأحساء الأولى,صناعة منتجات المطاط و البلاستيك
Arab Feed Company,شركة الأعلاف العربية,adnan@aalaaf.co,138471334,138471665,الدمام الأولى,صناعة المنتجات الغذائية والمشروبات
Modern columns Co.Ltd.,شركة الأعمدة الحديثة المحدودة,m.swayeh@safagrp.com,114480501,114482924,الرياض الأولى,صناعة معدنية
Modern dairy company (Apar branch and Zinni) Cortina,شركة الألبان الحديثة (فرع شركة أبار وزيني) كورتينا,management@cortina.com.sa,126377873,126377873,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Fiber Industrial Co.Ltd.,شركة الألياف الصناعية المحدودة,admin@alyaf.com,138121206,138121836,الدمام الثانية,غير مصنف
Hope Plastic Industries Co.,شركة الأمل للصناعات البلاستيكية,info@alamalplastic.com,126080010,126376819,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
First Telecom Industry,شركة الأول للاتصالات والصناعة,obyan@ftc.com.sa,112654000,112652719,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Al Babtain Plastic Industry & Insulation Materials Co.Ltd.,شركة البابطين لصناعة البلاستيك والمواد العازلة المحدودة,info@albabtainplastic.com,138471609,138473052,الدمام الأولى,المواد الكيميائية و منتجاتها
Al Babtain Plastic Industry & Insulation Materials Co.Ltd.,شركة البابطين لصناعة البلاستيك والمواد العازلة المحدودة,info@albabtainplastic.com,138471609,138473052,الدمام الأولى,غير مصنف
Dairy Company Spring Flowers,شركة البان زهور الربيع,khalidabokhater@hotmail.com,112651903,112651903,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Batterjee Systems Co. Packaging,شركة البترجي لأنظمة التعبئة والتغليف,group@batterjee.com,126094035,26094035,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Golden Petroleum Oils Company,شركة البترول الذهبي للزيوت,tariqahmedk@outlook.com,112694568,112694568,شقراء,غير مصنف
Red Sea Paints Co.Ltd.,شركة البحر الأحمر للدهانات المحدودة,saeed.al-amoudi@jotun.com,126350535,126080137,جــدة الأولى,المواد الكيميائية و منتجاتها
International Biscuit Company,شركة البسكويت الدولي,mahdi.almalki@internationalbiscuits.com,114198278,14198278,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Plastic Cards Company,شركة البطاقات البلاستيكية,info@unicardsa.com,138123496,138123491,الدمام الثانية,غير مصنف
Al-Bilad Fire Fighting Systems Co.Ltd.,شركة البلاد لانظمة مكافحة الحريق المحدودة,kamdboustany@aol.com,138121023,138121597,الدمام الثانية,غير مصنف
Al-Bilad Concrete Pipes Co.Ltd.,شركة البلاد للآنابيب الخرسانية المحدودة,info@albiladpipes.com,114793531,114771372,الرياض الثانية,صناعة معدنية
United Plastic Co.,شركة البلاستيك المتحدة,fahad@united-perlite.com,112652500,112652600,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Bandariah International Co.Ltd.,شركة البندرية الدولية المحدودة,info@bandariyah.com,138871500,138871600,الدمام الثانية,غير مصنف
Baida Gulf Real Estate Co.,شركة البيداء الخليجية العقارية,amz.alsubaie@wpl-ksa.com,138662222,138949133,الدمام الثانية,غير مصنف
Civil manufacturing company to pull coloring Aluminum Co.Ltd.,شركة التصنيع الأهلية لسحب وتلوين الألمنيوم المحدودة,extrusion@dural-sa.com,126552796,126590044,جــدة الأولى,صناعة معدنية
Development Technologies,شركة التطوير للتقنيات,mohammedmalki@electroi.com,126081466,126081464,جــدة الأولى,صناعة معدنية
Saudi Modern Packing Co.Ltd.,شركة التغليف السعودية الحديثة المحدودة,info@printopack.com.sa,126081074,126081082,جــدة الأولى,طباعة ونشر
Flexible Packaging Co.Ltd.,شركة التغليف المرن المحدودة,ali.assiri@sppc.com.sa,126372032,126369104,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Quartet Technology Co.Ltd. to rotate the lead,شركة التقنية الرباعية لتدوير الرصاص المحدودة,kareem@rasass.com.sa,126371755,126371755,جــدة الأولى,المواد الكيميائية و منتجاتها
Advanced excellence company for the manufacture of cardboard boxesposters and posters,شركة التميز المتطورة لصناعة علب الكرتون والملصقات والبوسترات,info@altamayuz.org,126712863,26712863,جــدة الأولى,ورق ومنتجاتها
Tamimi Company for the manufacture of adhesive tapes,شركة التميمي لصناعة الاشرطة اللاصقة,tamimi.ho@almimi.com,138474050,138471725,الدمام الأولى,صناعات تحويلية اخرى
Supply Company and Technical Services Saudi Arabia,شركة التوريد والخدمات الفنية السعودية,info@alhokair.com,114980067,114980450,الرياض الثانية,صناعة معدنية
Conciliation Company for Plastic Industries Co.Ltd. woven bags,شركة التوفيق للصناعات البلاستيكية والاكياس المنسوجة المحدودة,hamid@apws.com.sa,126081428,26081428,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
AAC Shell Lubricants,شركة الجميح وشل لزيوت التشحيم,admin@aljomaihshell.com,112650888,112650949,الرياض الثانية,المنتجات النفطية المكررة
Blacksmith Co.Ltd.,شركة الحدادة المحدودة,amjad@hidada.com.sa,126374450,126434059,جــدة الأولى,صناعة معدنية
Sponge Iron Co.Ltd.,شركة الحديد الاسفنجي المحدودة,Administration@altuwairqi.com,138121143,138122991,الدمام الثانية,غير مصنف
Civilization Wood Industries Co.,شركة الحضارة للصناعات الخشبية,hadarah@mfsico.com,138912282,138123437,الدمام الثانية,غير مصنف
Commercial whale company to produce fish and shrimp,شركة الحوت التجارية لانتاج الاسماك والربيان,alhoot@boumarah.com.sa,126352450,126082140,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Autumn Petroleum Company,شركة الخريف للبترول,aalghtani@alkhorayef.com,138123670,138123690,الدمام الثانية,غير مصنف
Saudi Ceramic Company,شركة الخزف السعودية,alenzie@saudiceramics.com,112650265,112653333,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Holding back,شركة الخلف القابضة,mohammed@alkhalafadv.com,138286666,138272665,الدمام الثانية,غير مصنف
Gulf of central air conditioning vents,شركة الخليج لفتحات التكييف المركزي,sales@ggc-k.s.a.com,112651221,112650287,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Gulf Chemical Company Industrial oils,شركة الخليج للكيماويات والزيوت الصناعية,malik@gcir.com.sa,138121022,138121170,الدمام الثانية,المواد الكيميائية و منتجاتها
Gulf Chemical Company Industrial oils,شركة الخليج للكيماويات والزيوت الصناعية,reda@gcir.com.sa,138121022,138121170,الدمام الثانية,غير مصنف
Gulf elevators and escalators,شركة الخليج للمصاعد والسلالم الكهربائية,s.alsaadoun@mayar.com.sa,126080588,26080897,جــدة الأولى,غير مصنف
Tents and umbrellas Co.Ltd.,شركة الخيام والمظلات المحدودة,taco@alabuo.co,138311515,138331212,الدمام الثانية,غير مصنف
Aldan Plastic Industries Co.,شركة الدان للصناعات البلاستيكية,aldaan@aldaan.com,126080088,126080077,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Saudi Paint Co.Ltd.,شركة الدهانات السعودية المحدودة,Paintco@Paintco.net,114465555,114460611,الرياض الأولى,المواد الكيميائية و منتجاتها
Saudi Paints Ltd - Banteko,شركة الدهانات السعودية المحدوده - بينتكو,Paintco@Paintco.net,114465555,114460611,الرياض الثانية,المواد الكيميائية و منتجاتها
Paints excellent,شركة الدهانات الممتازة,banawer@premierpaints.com,126683555,126105990,جــدة الأولى,المواد الكيميائية و منتجاتها
Paintssolventsindustrial pastes,شركة الدهانات والمذيبات والمعاجين الصناعيه,amar@bbcpaints.com.sa,112650353,112650433,الرياض الثانية,المواد الكيميائية و منتجاتها
Al-Rashed Pico Co.Ltd.,شركة الراشد بيكو المحدودة,ahmed.abusaleh@alrashed.com,138123940,138123917,الدمام الثانية,غير مصنف
Al-Rashed Food Co.Ltd.,شركة الراشد للأغذية المحدودة,alrashedfood@zagil.net,112651394,112651392,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Al-Rashed Food Co.Ltd.,شركة الراشد للأغذية المحدودة,marwan.harbi@alrashedfood.com,126365868,26365868,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
The leading Arab Company for Industry and Trade,شركة الرائد العربي للصناعة والتجارة,alraed@alraed.com.sa,112651345,112651346,المدينة المنورة,غير مصنف
A leading company for food products,شركة الرائد للمنتجات الغذائية,zalfayez@hotmail.com,112651345,112651346,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Rabie Saudi Food Company,شركة الربيع السعودية للاغذية,grm@alrabie.com,114980000,114982064,الرياض الثانية,غير مصنف
Rabie Saudi Foods Co.Ltd.,شركة الربيع السعودية للأغذية المحدودة,ayed@alrabie.com,114981234,114982064,الرياض الثانية,غير مصنف
Saudi Marble Company,شركة الرخام السعودي,info@caco3.com.sa,126352020,126354781,جــدة الأولى,غير مصنف
Modern Radwan Metal Industries Co.,شركة الرضوان الحديثة للصناعات المعدنية,info@elradwan.com,148493329,48493329,المدينة المنورة,صناعة معدنية
Leading Care Pharmaceutical Industries Co.Ltd.,شركة الرعاية الرائدة للصناعات الدوائية المحدودة,gwmestablishment@googlemail.com,122681245,122681244,جــدة الأولى,صناعات طبية
Rowad National Plastic Co.Ltd.,شركة الرواد الوطنية للبلاستيك المحدودة,info@alrowad.biz,138121795,38121795,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Rowad National Plastic Co.Ltd.,شركة الرواد الوطنية للبلاستيك المحدودة,kh.alqahtani@tasnee.com,112651966,112651973,الرياض الثانية,غير مصنف
Pioneers Fiber Glass,شركة الرواد للألياف الزجاجية,bifibergalass@zajel.net,114465101,114469001,الرياض الأولى,صناعة المعادن اللافلزية و مواد البناء
Pioneers Fiber Glass,شركة الرواد للألياف الزجاجية,farhanzy@yahoo.com,114465101,114469001,سدير,صناعة منتجات المطاط و البلاستيك
Vision Industry Co.Ltd. Fertilizer,شركة الرؤيا لصناعة الاسمدة المحدودة,alruya.fertilizers@gmail.com,112168557,112160185,الرياض الثانية,المواد الكيميائية و منتجاتها
Riyadh Company for Rolling iron,شركة الرياض لدرفلة الحديد,yassergoweda@yahoo.com,114981150,114985701,الرياض الثانية,صناعة معدنية
Zamil Alp not Middle East Plastics Co.Ltd.,شركة الزامل الب لا الشرق الاوسط للبلاستيك المحدودة,saad.alessa@zamilplastic.com,138121114,138121477,الدمام الثانية,غير مصنف
Zamil Towers and Galvanizing,شركة الزامل للأبراج والجلفنة,ramzi@zamilindustrial.com,138411155,138471291,الدمام الثانية,غير مصنف
Zamil Plastic Industries,شركة الزامل للصناعات البلاستيكية,khalid.alqhamdi@zamilplastic.com,138121477,138121477,الدمام الثانية,غير مصنف
Zamil Industries Architecture,شركة الزامل للصناعات المعمارية,ibrahim@zamilal.com,138471555,138472823,الدمام الأولى,صناعة معدنية
Zamil Industries Architecture,شركة الزامل للصناعات المعمارية,ibrahim@zamilal.com,138471555,138472823,الدمام الأولى,غير مصنف
Zamil Steel pre-engineered buildings,شركة الزامل للمباني الحديدية سابقة الهندسة,ramzi@zamilindustrial.com,138471840,138471302,الدمام الأولى,صناعة معدنية
Zamil Air Conditioners and home appliances,شركة الزامل للمكيفات والأجهزة المنزلية,ramzi@zamilindustrial.com,138473333,138471302,الدمام الأولى,غير مصنف
Zamil Construction and Steel Structures,شركة الزامل للهياكل الإنشائية والفولاذية,ramzi@zamilindustrial.com,138471840,138471291,الدمام الثانية,غير مصنف
Zamil processing equipment,شركة الزامل لمعدات المعالجة,ramzi@zamilindustrial.com,138471291,138471291,الدمام الثانية,المواد الكيميائية و منتجاتها
United flowers vegetable oils company,شركة الزهور المتحدة للزيوت النباتية,majed-242@hotmail.com,122682000,126370081,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Saadi United Gronnfeldr Company,شركة السعدي جروننفلدر المتحدة,albert.blaya@cgs.com.sa,126379237,26379237,جــدة الأولى,المواد الكيميائية و منتجاتها
Alserpo Saudi Arabia Company,شركة السيربو السعودية,saudiserpo@gmail.com,114983835,114981095,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Saudi Arabia Silica Company,شركة السيليكا السعودية,info@saudicarbonate.com,112651016,112651295,الرياض الثانية,المواد الكيميائية و منتجاتها
Shahin Company for Metal Industries,شركة الشاهين للصناعات المعدنية,ahmed@alshahin.com,112656565,112651526,الرياض الثانية,صناعة معدنية
Shahin Company for Metal Industries Ltd.,شركة الشاهين للصناعات المعدنية المحدودة,ahmed@alshahin.com,112656565,112651526,الدمام الثانية,غير مصنف
Middle East Company for the manufacture of fiber optic cable,شركة الشرق الاوسط لصناعة كابلات الالياف البصرية,h_alsanae@mefcf.com,112650777,112650203,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Middle East Electric Circuit Breakers,شركة الشرق الاوسط للقواطع الكهربائية,riyad@advancedeco.com,114982763,114982983,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Middle East Specialized Cables Co-keeping,شركة الشرق الاوسط للكابلات المتخصصة-مسك,saad.shehri@mesccables.com.com,112650555,112650614,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Middle East Machinery Co.Ltd.,شركة الشرق الاوسط للمكائن المحدودة,ahmed.ali@memco.com.sa,112653137,112651817,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Middle East Battery Company,شركة الشرق الأوسط للبطاريات,ali.alawdah@jci.com,138121221,138121246,الدمام الثانية,غير مصنف
Middle East Plastic Industries Co.Ltd.,شركة الشرق الأوسط للصناعات البلاستيكية المحدودة,akussad@me-pi.com,126081926,126081927,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Middle East Air Conditioners Ltd.,شركة الشرق الأوسط لمكيفات الهواء المحدودة,ramzi@zamilindustrial.com,138471302,138471302,الدمام الأولى,صناعات تحويلية اخرى
Arab Orient Industry Co.Ltd.,شركة الشرق العربي للصناعة المحدودة,araeast@cyberia.net.sa,126379669,26379669,جــدة الأولى,صناعات تحويلية اخرى
Al Sharq Plastic Industries,شركة الشرق للصناعات البلاستيكية,malyami@takweenai.com,112655555,112654444,الرياض الثانية,صناعة منتجات المطاط و البلاستيك
Shamrani company (factory drag trailers and traction),شركة الشمراني (مصنع مقطورات السحب والجر),shamrany_jed@hotmail.com,126378612,126080797,جــدة الأولى,المركبات والمقطورة
Shamrani company (factory drag trailers and traction),شركة الشمراني (مصنع مقطورات السحب والجر),shamrany_jed@hotmail.com,126378612,126080797,جــدة الأولى,غير مصنف
Little Trading & Contracting Co.,شركة الصغير للتجارة والمقاولات,moh.alheeh@alsaghyir.net,112652888,112651019,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Tin Saudi Arabia Co. Ltd.,شركة الصفيح السعودية المحدودة,a-alshehri@saudican.com.sa,126363733,126364722,جــدة الأولى,غير مصنف
Electronic and Electrical Industries Company,شركة الصناعات الالكترونية والكهربائية,fahad.alkhaledi@eeic.com.sa,138123725,138123735,الدمام الثانية,غير مصنف
Electronic and Electrical Industries Company,شركة الصناعات الإلكترونية والكهربائية,a.albedaie@arabianqudra.com,138123725,138123735,الدمام الثالثة,غير مصنف
Modern Industries Company,شركة الصناعات الحديثة,alabbad.ha@pg.com,136634449,138121186,الدمام الثانية,المواد الكيميائية و منتجاتها
National Co. for Glass Industries - Glass,شركة الصناعات الزجاجية الوطنية - زجاج,yas@zoajaj-glass.com,112652323,112651347,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
National Co. for Glass Industries - Glass,شركة الصناعات الزجاجية الوطنية - زجاج,yas@zoajaj-glass.com,112652323,112651347,الرياض الثانية,غير مصنف
Saudi Industries Company Pipe Co.Ltd.,شركة الصناعات السعودية للانابيب المحدودة,secper@winteksa.com,126375719,126378373,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Saudi Industries Window Company,شركة الصناعات السعودية للنوافذ,secper@winteksa.com,126375719,126378373,جــدة الأولى,غير مصنف
United Food Industries Company,شركة الصناعات الغذائية المتحدة,contact@unitedgroup.com.sa,138121103,138121168,الدمام الثانية,غير مصنف
Chemical Industries Construction Co.Ltd.,شركة الصناعات الكيماوية للبناء المحدودة,hsaleh@gerflorme.com,138471779,138471781,الدمام الأولى,المواد الكيميائية و منتجاتها
Developed Industries Business Steel Co.Ltd.,شركة الصناعات المطورة للأعمال الحديدية المحدودة,a.qader@asw.sa,126080011,126082233,جــدة الأولى,صناعة معدنية
Metal Industries CompanySilver and Gold,شركة الصناعات المعدنية والفضية والذهبية,mesigoco@yahoo.com,114981276,114983148,الرياض الثانية,صناعة معدنية
Tuwairqi Holding Company,شركة الطويرقي القابضة,Administration@altuwairqi.com,138579922,138122991,الدمام الثانية,غير مصنف
Pilot Plastic Industries Company,شركة الطيار للصناعات البلاستيكية,amer@altayar.com.sa,126380726,126380726,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Pilot Industries Plastic and Rubber Co.Ltd.,شركة الطيار للصناعات البلاستيكية والمطاطية المحدودة,amer@altayar.com.sa,126380726,126380726,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Pilot Industries Plastic and Rubber Co.Ltd.,شركة الطيار للصناعات البلاستيكية والمطاطية المحدودة,amer@altayar.com.sa,126380726,126380726,جــدة الأولى,غير مصنف
Amer Company Advertising,شركة العامر للدعاية والإعلان,abco@yhoo.com,138140857,138140857,الدمام الثانية,غير مصنف
Al Abdullatif Industrial Investment Company,شركة العبداللطيف للاستثمار الصناعي,jaber@carpets.com,112658888,112659999,الرياض الثانية,الملابس والمنسوجات و الجلود
Al Abdullatif Industrial Investment Company,شركة العبداللطيف للأستثمار الصناعي,jaber@carpets.com,112658888,112659999,الرياض الثانية,غير مصنف
Obeikan Printing & Publishing,شركة العبيكان للطباعة والنشر,zayed@obeikan.com.sa,112651144,112650785,الرياض الثانية,طباعة ونشر
Obeikan Technical Textiles,شركة العبيكان للمنسوجات التقنية,zayed@obeikan.com.sa,112653533,112653438,الرياض الثانية,الملابس والمنسوجات و الجلود
Gulf counters company,شركة العدادات الخليجية,amir@gmf.com.sa,112175657,114994780,الرياض الثانية,صناعة معدنية
Saudi company counters,شركة العدادات السعودية,tawfiq-alsadoon@yahoo.com,114985132,114986003,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Modern Electric Co.Ltd.,شركة العصري الكهربائية المحدودة,mohamed@asry.com.sa,138121555,138123543,الدمام الثانية,غير مصنف
Olayan Kimberly Clark Company Limited Saudi Arabia,شركة العليان كمبرلي كلارك السعودية المحدودة,ahmed.aldoligan@kcc.com,138871000,138872000,الدمام الأولى,ورق ومنتجاتها
Vertical Industry Co. Stoppers,شركة العمودي لصناعة السدادات,acm@al-amoudi.net,126380565,126081451,جــدة الأولى,صناعة معدنية
Awaidhah Industries,شركة العويضة للصناعات,industry@owaidah.com,114484422,114469068,الرياض الأولى,صناعات تحويلية اخرى
Saudi Industrial Gases Company,شركة الغازات الصناعية السعودية,zahir@sigasco.com,138121220,138121812,الدمام الثانية,المواد الكيميائية و منتجاتها
Saudi Industrial Gases Co.Ltd.,شركة الغازات الصناعية السعودية المحدودة,ashraf.mahmoud@linde.com,126380653,126380653,جــدة الأولى,المواد الكيميائية و منتجاتها
Aghanndorh Company for Plastic Industry,شركة الغندورة لصناعة البلاستيك,haykal@ghanplastco.com,126377036,26377036,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Aghanndorh Company for Plastic Industry,شركة الغندوره لصناعة البلاستيك,HAYKAL@GHANPLASTCO.COM,126380038,126377036,جــدة الأولى,صناعة منتجات المطاط و البلاستيك
Astronomy Food Industries Co.Ltd.,شركة الفلك للصناعات الغذائية المحدودة,maher.alaqeel@bataweelgroup.com,126354422,126353831,جــدة الأولى,غير مصنف
Fanar Company Templates,شركة الفنار للقوالب,suwaida@alfanar.com,114982521,114981108,الرياض الثانية,صناعة معدنية
Steel and Alloys Company Limited,شركة الفولاذ والسبائك المحدوده,farraj@alqaryan.com,138226969,138223939,الدمام الثانية,غير مصنف
The company developed for the shade separation of collected materials,شركة الفيء المطورة لفصل المواد المجمعة,am.abdulkareem@alfaye.com,112068880,116980765,جدة الثانية,المواد الكيميائية و منتجاتها
Faisal Steel Industries,شركة الفيصل للصناعات الحديدية,Administration@altuwairqi.com,138579922,138122991,الدمام الثانية,غير مصنف
Palaces for concerts and Supply Co.Ltd.,شركة القصور للحفلات والتموين المحدودة,cater@newfilon.com,125204908,125210193,مكة المكرمة,صناعة المنتجات الغذائية والمشروبات
Saudi Cable Company,شركة الكابلات السعودية,mgmurad@saudicable.com,126087666,126379877,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
Electro Industries Co.,شركة الكترو للصناعات,electroruh@electroi.com,112653220,112653229,الرياض الثانية,صناعة الكهرباء والأجهزة الكهربائية
Electro Industries Co.,شركة الكترو للصناعات,electrojed@electroi.com,126380833,126380834,جــدة الأولى,صنع الحواسيب والمنتجات الإلكترونية والبصرية
Kuhaimi Metal Industries Co.Ltd.,شركة الكحيمي للصناعات المعدنية المحدودة,mohammad@alkuhaimi.com,138472777,138472591,الدمام الأولى,صناعة معدنية
Kuhaimi Metal Industries Co.Ltd.,شركة الكحيمي للصناعات المعدنية المحدودة,mohammad@alkuhaimi.com,138472777,138472591,الدمام الأولى,غير مصنف
Kuhaimi Metal Industries Co.Ltd.,شركة الكحيمي للصناعات المعدنية المحدودة,mohammad@alkuhaimi.com,138121074,138472591,الدمام الثانية,غير مصنف
Dignity Co.Ltd. for the production of pastry,شركة الكرامة المحدودة لإنتاج المعجنات,info@alkaramah.com.sa,112651717,112651919,الرياض الثانية,صناعة المنتجات الغذائية والمشروبات
Saudi Carbonate Co.,شركة الكربونات السعودية,info@saudicarbonate.com,112651947,112651295,الرياض الثانية,المواد الكيميائية و منتجاتها
Al-Kifah for carton boxes and computer models,شركة الكفاح لعلب الكرتون ونماذج الكمبيوتر,info@kifahprint.com,135332744,35332744,الأحساء الأولى,ورق ومنتجاتها
Original Alknfani Company Konafa,شركة الكنفاني الأصلي للكنافة,kanafanysweets@yahoo.com,138021678,138054288,الدمام الثانية,غير مصنف
Kawther Manufacturing Co.Ltd.,شركة الكوثر للتصنيع المحدودة,nalotaibi@alkawther.com,126374337,126374337,جــدة الأولى,صناعة معدنية
Laser Metal Industries -,شركة الليزر للصناعات المعدنية -,maher_maknas@hotmail.com,112651432,112651266,الرياض الثانية,غير مصنف
Al Majid Oud,شركة الماجد للعود,almajidforagrwood@hotmail.com,112630505,114566072,الرياض الثانية,غير مصنف
Light buildings Company - Saburks,شركة المباني الخفيفة - سيبوركس,thamer@lccsiporex.com,114981800,114982072,الرياض الثانية,صناعة المعادن اللافلزية و مواد البناء
Saudi Arabia Company Allied Steel Manufacturing,شركة المتحدون السعودية لصناعة الحديد,ahmed.yahya@ametal.com.sa,126080663,26080663,جــدة الأولى,صناعة معدنية
Company mutawalli Steel Products,شركة المتولي للمنتوجات الفولاذية,mitwalli.mit@msp.com.sa,126369088,126369177,جــدة الأولى,صناعة معدنية
Company mutawalli Steel Products,شركة المتولي للمنتوجات الفولاذية,mitwalli.mit@msp.com.sa,126369088,126369177,جــدة الأولى,غير مصنف
International Durable Plastic Industries,شركة المتين الدولية للصناعات البلاستيكية,wasim@almatin.com,126571106,26571106,جدة الثانية,صناعة منتجات المطاط و البلاستيك
Complexes Food Industries Co.Ltd.,شركة المجمعات للصناعات الغذائية المحدودة,hussain@fmg-food.com,126081484,26081484,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Transformers Saudi Arabia Co. Ltd.,شركة المحولات السعودية المحدودة,saadsh@sauditransformers.com,138471718,138471718,الدمام الأولى,المواد الكيميائية و منتجاتها
Transformers Saudi Arabia Co. Ltd.,شركة المحولات السعودية المحدودة,saadsh@sauditransformers.com,138471718,138471718,الدمام الأولى,صناعة الكهرباء والأجهزة الكهربائية
Madina Printing & Publishing,شركة المدينة المنورة للطباعة والنشر,info@saudidistribution.com,138471540,138471540,الدمام الأولى,صناعات تحويلية اخرى
Marwa civil company for the manufacture of feed and concentrates,شركة المروة الاهلية لتصنيع الاعلاف والمركزات,hamdy_utsc@hotmail.com,122875798,22875798,مكة المكرمة,صناعة المنتجات الغذائية والمشروبات
Future of Steel Industries and Steel,شركة المستقبل لصناعات الحديدية والصلب,ayaseen@al-jazeerapaints.com,172382728,72382728,عسيـــر,صناعة معدنية
Future for ceramics and porcelain,شركة المستقبل للسيراميك والبورسلان,info@futureceramic.com,138123624,138123100,الدمام الثانية,غير مصنف
Saudi Industrial Projects Company (Pepsi-Cola),شركة المشروعات الصناعية السعودية ( بيبسي كولا),mohammed.darwish@sipco.net.sa,126652718,126692333,جــدة الأولى,صناعة المنتجات الغذائية والمشروبات
Saudi Industrial Projects Co. Salem Ahmed Bugshan & Co.,شركة المشروعات الصناعية السعودية سالم أحمد بقشان وشركاه,mohammed.darwish@sipco.net.sa,126364153,126652719,جــدة الأولى,صناعة معدنية
Saudi Industrial Projects Co. Salem Ahmed Bugshan & Co.,شركة المشروعات الصناعية السعودية سالم أحمد بقشان وشركاه,mohammed.darwish@sipco.net.sa,126364153,126652719,جــدة الأولى,غير مصنف
Metal crafts buildings Co.Ltd.,شركة المشغولات والمباني المعدنية المحدودة,sfm@alabuo.co,1383123388,138329933,الدمام الثانية,غير مصنف
Electric lamps outstanding Co.Ltd.,شركة المصابيح الكهربائية المتميزة المحدودة,nader.b@hotmail.com,126085454,126080544,جــدة الأولى,صناعة الكهرباء والأجهزة الكهربائية
